u_id,facet,true_country,score_A,score_B,score_C,score_D,score_E,score_F,score_G,score_H,label_primary,label_primary_key,score_primary,label_secondary,score_secondary,label_confident
a5ffd0e5-343e-484b-92dc-aa8f00b18e98,clothing,Turkey,0.002181,0.426572,0.160345,0.054458,0.04519,0.249861,0.012492,0.048901,B,B_clothing,0.426572,F,0.249861,False
c67a3887-7cf3-4455-8122-e60eedd643a7,clothing,Turkey,9.4e-05,0.992333,0.000672,0.000158,0.000781,0.003339,5.6e-05,0.002568,B,B_clothing,0.992333,F,0.003339,True
0c5aee4c-d9fe-462e-8df1-ef7320c618cb,clothing,Turkey,0.032561,0.002497,0.189606,0.131513,0.071208,0.006154,0.060226,0.506235,H,H_appearance,0.506235,C,0.189606,True
2272ab97-94b6-4151-9ec6-763f05b0c22c,clothing,Turkey,0.158739,0.011536,0.062136,0.008161,0.179834,0.219913,0.000854,0.358828,H,H_appearance,0.358828,F,0.219913,False
2b514973-2195-4908-8bda-3f958deb8bdb,food,Turkey,0.000245,9.9e-05,5.6e-05,0.988408,8.5e-05,0.008538,0.000117,0.002452,D,D_food,0.988408,F,0.008538,True
f7a3dcee-b9cb-4f4b-94b6-617336a4d320,food,Turkey,0.046047,0.020887,0.01489,0.35232,0.007721,0.051728,0.393494,0.112913,G,G_landscape,0.393494,D,0.35232,False
fd72fc17-d0df-47fd-9d0c-4e6803e873c0,food,Turkey,0.001333,0.000172,0.005998,0.973346,0.001771,0.013047,0.001739,0.002594,D,D_food,0.973346,F,0.013047,True
e3ddb612-2a9b-4cda-a547-572583a1e202,food,Turkey,0.001408,0.002375,0.044156,0.826903,0.010254,0.110686,0.001302,0.002916,D,D_food,0.826903,F,0.110686,True
c6f9ae05-ef81-4957-b6f0-7a177580e2d5,food,Turkey,0.002361,0.000159,0.020784,0.899666,0.003369,0.016875,0.051806,0.004978,D,D_food,0.899666,G,0.051806,True
443e4b25-3d4a-40e3-a270-e48c9d37f105,traditions,Turkey,0.055079,0.039191,0.043569,0.055103,0.135011,0.209833,0.132445,0.329769,H,H_appearance,0.329769,F,0.209833,False
e2af3f45-8230-49e5-9fb2-19c8b42b9816,traditions,Turkey,0.006679,0.000576,0.016107,0.842413,0.066135,0.038036,0.003513,0.026543,D,D_food,0.842413,E,0.066135,True
9463f29a-4672-4021-923f-3827ddcfae45,traditions,Turkey,0.001017,0.000592,0.631226,0.0117,0.005747,0.005727,0.332905,0.011086,C,C_architecture,0.631226,G,0.332905,False
c5fa60a8-7191-498a-8cc9-db07ec48dd86,traditions,Turkey,0.333976,0.111435,0.071319,0.133523,0.19624,0.04321,0.005484,0.104814,A,A_national_symbols,0.333976,E,0.19624,False
a48d89f9-3486-46e8-a68c-c47ad537226f,traditions,Turkey,0.015656,0.001655,0.101606,0.057152,0.010975,0.159306,0.64467,0.00898,G,G_landscape,0.64467,F,0.159306,True
468a0a50-3eba-40b2-92b0-5b172fb30c01,traditions,Ethiopia,2.1e-05,4.5e-05,0.000204,0.99729,0.000462,0.000565,6.5e-05,0.001348,D,D_food,0.99729,H,0.001348,True
f555701d-40c7-4400-9bdc-eda62ace2912,traditions,Ethiopia,0.035941,0.016955,0.387785,0.064661,0.001796,0.009413,0.471334,0.012116,G,G_landscape,0.471334,C,0.387785,False
6653f8dd-3fff-48a3-8e29-065917a610b0,traditions,Ethiopia,0.000343,0.71656,0.002339,0.18596,0.003966,0.012594,0.026549,0.05169,B,B_clothing,0.71656,D,0.18596,True
8eafe537-95b2-4e1f-8416-8196d5fd59cb,traditions,Ethiopia,0.000524,0.001122,0.00189,0.005168,0.000414,0.00062,0.988725,0.001538,G,G_landscape,0.988725,D,0.005168,True
7cde7484-09d6-4675-859f-c98293b98f27,traditions,Ethiopia,0.001885,0.280495,0.013223,0.105248,0.018104,0.052654,0.002184,0.526207,H,H_appearance,0.526207,B,0.280495,False
b42f7e81-16d7-4b6b-a305-d8e79c5ddf58,drink,Ethiopia,0.000868,0.830871,0.000165,0.160634,0.000108,0.005191,6.5e-05,0.002098,B,B_clothing,0.830871,D,0.160634,True
46f8812b-adca-4161-ae1f-9f6c5600599c,drink,Ethiopia,0.024001,0.023747,0.103867,0.201927,0.299737,0.041041,0.094823,0.210857,E,E_script,0.299737,H,0.210857,False
d97dd49b-2351-46fb-814b-b5f0a72d251e,drink,Ethiopia,0.028323,0.004116,0.006184,0.873092,0.010732,0.02638,0.005671,0.045503,D,D_food,0.873092,H,0.045503,True
c8b19f46-371b-46f5-89ca-93b99b2fd6a0,drink,Ethiopia,0.020676,0.938114,0.001404,0.026273,0.004858,0.00282,0.00058,0.005274,B,B_clothing,0.938114,D,0.026273,True
f71472c0-2cb4-475d-9b08-5787585f550e,drink,Ethiopia,0.013844,0.005477,0.008754,0.387965,0.01135,0.026665,0.404498,0.141448,G,G_landscape,0.404498,D,0.387965,False
bff5977b-7901-4d1e-96a1-5c0d19848a0f,clothing,Ethiopia,0.958669,0.010559,0.000371,0.008377,0.006649,0.001446,0.000528,0.013399,A,A_national_symbols,0.958669,H,0.013399,True
5880280d-93fc-446b-8079-58300559adda,clothing,Ethiopia,0.000224,0.891314,0.001106,0.071621,0.000731,0.002003,0.000213,0.032789,B,B_clothing,0.891314,D,0.071621,True
9cddc74e-a74b-4b29-9493-f6bac0aa27ea,clothing,Ethiopia,0.008312,0.90499,0.018244,0.044616,0.011864,0.005334,0.000688,0.005953,B,B_clothing,0.90499,D,0.044616,True
0b04f451-42cf-462b-b983-307e13183f45,clothing,Ethiopia,0.001109,0.914364,0.032728,0.007089,0.014591,0.011746,7e-05,0.018304,B,B_clothing,0.914364,C,0.032728,True
01a1d08a-e2a5-4a81-afb5-9831cddd3e88,clothing,Ethiopia,0.001572,0.000278,0.003138,0.28064,0.011773,0.0055,0.23441,0.462689,H,H_appearance,0.462689,D,0.28064,False
3d4755c8-3116-45b7-a80f-10c886ec742d,food,Ethiopia,0.008885,0.003687,0.013794,0.249236,0.002506,0.009055,0.710555,0.002283,G,G_landscape,0.710555,D,0.249236,True
1b7870bb-8b83-46e9-bced-5f1f7c45ec19,food,Ethiopia,0.199252,0.005559,0.064353,0.047049,0.026593,0.087829,0.415562,0.153804,G,G_landscape,0.415562,A,0.199252,True
9c96c4f7-b755-4960-948b-8c0ea7761880,food,Ethiopia,0.000218,0.002432,0.002247,0.963273,0.002353,0.003952,0.000768,0.024758,D,D_food,0.963273,H,0.024758,True
dc3a53b7-bcd5-4354-93b6-f954b82269e1,food,Ethiopia,9.5e-05,0.000519,6.2e-05,0.998202,8.7e-05,0.000565,5.8e-05,0.000411,D,D_food,0.998202,F,0.000565,True
3d773278-fed5-46fd-976e-a018441b9190,food,Ethiopia,0.001308,0.000615,0.005173,0.959273,0.001736,0.007641,0.008386,0.015867,D,D_food,0.959273,H,0.015867,True
0ed35e82-2fa8-46d6-b4e0-629c66728ae8,rituals,Ethiopia,0.006497,0.05949,0.159164,0.003213,0.001298,0.569919,0.002552,0.197866,F,F_ritual,0.569919,H,0.197866,True
22cd2fea-0e59-4662-8146-874abbac1fcf,rituals,Ethiopia,0.000247,0.0985,0.002646,0.003783,0.000151,0.892898,2.1e-05,0.001754,F,F_ritual,0.892898,B,0.0985,True
d54dbb9a-94a1-470b-a1d1-12f9f313bb77,rituals,Ethiopia,0.117462,0.033106,0.158956,0.054338,0.006346,0.032038,0.584765,0.01299,G,G_landscape,0.584765,C,0.158956,True
535f44c0-e569-40b7-9b05-2ab1ef0f8368,rituals,Ethiopia,7.1e-05,0.04173,0.000726,0.793477,0.001374,0.159793,6.1e-05,0.002768,D,D_food,0.793477,F,0.159793,True
f8c67c30-7009-4b45-9991-34eae86da207,rituals,Ethiopia,0.007085,0.90058,0.007439,0.020959,0.00915,0.020407,0.001615,0.032765,B,B_clothing,0.90058,H,0.032765,True
19289618-394a-4b0b-ad8f-ffe2157564aa,rituals,Iran,0.025513,0.006243,0.112543,0.069955,0.10004,0.019512,0.279424,0.38677,H,H_appearance,0.38677,G,0.279424,False
98eed9b0-5603-4c58-b498-34df83a4d44e,rituals,Iran,0.001092,0.013327,0.00901,0.201607,0.037638,0.518274,0.000976,0.218076,F,F_ritual,0.518274,H,0.218076,True
139ebae1-b6e8-4a4c-9368-f0bb40c93b7e,rituals,Iran,7.8e-05,0.000506,0.0001,0.970023,0.002199,0.021055,0.000603,0.005436,D,D_food,0.970023,F,0.021055,True
d4763361-b78a-4ad4-a747-43d7d7d74151,rituals,Iran,0.006517,0.000575,0.00119,0.878165,0.010489,0.041947,0.012028,0.049089,D,D_food,0.878165,H,0.049089,True
0b9aadd7-4769-4584-8fd7-428dfa00fdaf,rituals,Iran,0.000313,0.000234,0.004554,0.921122,0.004675,0.008594,0.006037,0.054471,D,D_food,0.921122,H,0.054471,True
00a46fda-95f7-455b-8bba-e320575b6ea3,food,Iran,0.000182,0.001306,0.000451,0.71423,0.000347,0.282104,6.2e-05,0.001318,D,D_food,0.71423,F,0.282104,True
79f909c7-d80a-4cab-a96a-0f26f374331c,food,Iran,0.001642,0.008176,0.000477,0.636545,0.002301,0.343029,0.001582,0.006248,D,D_food,0.636545,F,0.343029,False
75a71390-5aea-4c53-957a-a6e71b746fa3,food,Iran,0.002688,5.3e-05,0.001255,0.862858,0.003465,0.003353,0.051008,0.075319,D,D_food,0.862858,H,0.075319,True
09180ea8-c1bf-4724-9f70-7501f4f20cf4,food,Iran,0.00053,0.003229,0.001642,0.945112,0.005434,0.030569,0.004266,0.009219,D,D_food,0.945112,F,0.030569,True
d87f6641-66de-446e-a933-47ad83edc1f0,food,Iran,0.000128,5.5e-05,0.000158,0.998346,0.000303,0.000739,0.00011,0.000161,D,D_food,0.998346,F,0.000739,True
fbe240a9-76de-4a92-8136-ea1716764e8d,traditions,Iran,0.000261,0.328599,0.001552,0.041053,0.038229,0.162737,0.000227,0.427342,H,H_appearance,0.427342,B,0.328599,False
34dd1cb8-5e75-42fb-933a-79c31b9a7dbe,traditions,Iran,0.182467,0.005684,0.012523,0.061867,0.024201,0.50589,0.077819,0.12955,F,F_ritual,0.50589,A,0.182467,True
829128f6-3b16-48aa-9654-69ba391bc9c6,traditions,Iran,0.048862,0.128749,0.001239,0.017559,0.009001,0.68623,0.002866,0.105495,F,F_ritual,0.68623,B,0.128749,True
f4247462-9218-4cf6-9952-434510763b03,traditions,Iran,0.008268,0.000768,0.977093,0.00148,0.002502,0.009017,0.00051,0.000364,C,C_architecture,0.977093,F,0.009017,True
e0ab0bf7-2f4f-4f11-a030-bf9080c1007d,traditions,Iran,0.029652,0.004516,0.790209,0.007353,0.154513,0.009256,0.002055,0.002445,C,C_architecture,0.790209,E,0.154513,True
e7fcffa3-291f-4074-8452-afb7753bd3eb,drink,Iran,0.029452,0.000885,0.016788,0.598508,0.018347,0.010734,0.179322,0.145964,D,D_food,0.598508,G,0.179322,True
6a9e5e3f-fc05-4c27-99e0-8f62cbfbce0a,drink,Iran,0.000152,0.000157,0.001067,0.86756,0.004651,0.003723,0.001204,0.121488,D,D_food,0.86756,H,0.121488,True
0aa13c4d-b47c-4bc7-a4bb-957561dbad02,drink,Iran,0.010755,0.01279,0.139788,0.304348,0.364064,0.105633,0.011186,0.051436,E,E_script,0.364064,D,0.304348,False
34057f2e-1376-4a8d-92f0-6edc0ffa859b,drink,Iran,9.2e-05,3.3e-05,0.000163,0.997413,0.00105,0.000886,0.000155,0.000208,D,D_food,0.997413,E,0.00105,True
fd222649-bb5d-4bca-aedb-57a9bb3f9a4e,drink,Iran,0.125016,0.002611,0.014176,0.017732,0.059227,0.04353,0.12999,0.607719,H,H_appearance,0.607719,G,0.12999,True
2bec6a9c-431a-4dfa-bd02-57b455d95a3a,clothing,Iran,0.000843,0.677977,0.047865,0.022236,0.007773,0.16851,0.00029,0.074508,B,B_clothing,0.677977,F,0.16851,True
2ffd117c-1a33-4b7a-a359-c3bb9ad35cec,clothing,Iran,0.007454,0.000954,0.101392,0.030582,0.785356,0.004713,0.000282,0.069267,E,E_script,0.785356,C,0.101392,True
6be2a046-67c7-4a4c-b67c-31d41a0714a5,clothing,Iran,0.000843,0.677977,0.047865,0.022236,0.007773,0.16851,0.00029,0.074508,B,B_clothing,0.677977,F,0.16851,True
d0e20d67-24e5-4292-9222-4b60fdeb3b4f,clothing,Iran,0.015872,0.045661,0.063601,0.185263,0.304681,0.135397,0.027119,0.222405,E,E_script,0.304681,H,0.222405,False
1a8a184f-8ace-4cf9-a732-af3ceedef990,food,Brazil,0.013627,0.000234,0.000981,0.976171,0.000565,0.004151,0.001375,0.002896,D,D_food,0.976171,A,0.013627,True
92e9ea16-f3a3-42fd-9b4a-304d1e8bb39c,food,Brazil,0.061912,0.001466,0.003081,0.281836,0.043254,0.02411,0.544136,0.040204,G,G_landscape,0.544136,D,0.281836,False
8d88fa68-f254-4577-9922-87ba6696d54f,food,Brazil,0.004368,0.000794,0.005377,0.418484,0.006398,0.019051,0.031927,0.513601,H,H_appearance,0.513601,D,0.418484,False
97b3a522-968d-4db3-9126-1898cb9dca5f,food,Brazil,0.00914,0.000187,0.003283,0.895515,0.000522,0.003744,0.018189,0.069419,D,D_food,0.895515,H,0.069419,True
61cd5c3a-9325-4cdf-9ff2-0e8625c8e8bc,food,Brazil,0.006006,0.000559,0.034997,0.349539,0.277712,0.045096,0.017295,0.268796,D,D_food,0.349539,E,0.277712,False
2faa706e-08ea-4f4e-9f88-6000d10bb322,traditions,Brazil,0.980113,5.1e-05,0.000747,0.003575,0.000713,0.010131,0.002929,0.00174,A,A_national_symbols,0.980113,F,0.010131,True
3429c249-9b78-4612-8b82-8ce2405193ce,traditions,Brazil,0.934715,0.003975,0.006711,0.005852,0.019745,0.008613,0.003334,0.017056,A,A_national_symbols,0.934715,E,0.019745,True
7b73f9f5-70a9-4324-a79d-99302078220b,traditions,Brazil,0.014883,0.000429,0.484355,0.014695,0.024837,0.001103,0.452427,0.007271,C,C_architecture,0.484355,G,0.452427,False
525abdb3-d337-4b12-b2ee-01a6e3e1f780,traditions,Brazil,0.015934,0.361418,0.006588,0.025918,0.009008,0.365475,0.084719,0.130941,F,F_ritual,0.365475,B,0.361418,False
6f8351dc-db39-4a4c-9370-b035dc80d66f,traditions,Brazil,0.068813,0.031353,0.131743,0.451007,0.134276,0.058421,0.097833,0.026554,D,D_food,0.451007,E,0.134276,True
6b0be593-f193-48ee-bdd8-8f8cc3da741a,clothing,Brazil,6.9e-05,0.003472,0.013914,0.027839,0.003003,0.001305,0.000108,0.95029,H,H_appearance,0.95029,D,0.027839,True
f1f5ca23-1476-4be2-a203-079c456d58b7,clothing,Brazil,0.053838,0.695446,0.008188,0.008518,0.009863,0.010634,0.011041,0.202472,B,B_clothing,0.695446,H,0.202472,True
f12dd800-7905-428c-9690-28747601a795,clothing,Brazil,6.9e-05,0.003472,0.013914,0.027839,0.003003,0.001305,0.000108,0.95029,H,H_appearance,0.95029,D,0.027839,True
1b080c55-9d6e-489f-95d6-8f03f713099b,clothing,Brazil,0.058942,0.020715,0.08671,0.178363,0.10841,0.010517,0.026354,0.509988,H,H_appearance,0.509988,D,0.178363,True
ec6992fc-90b0-45fa-8cb0-0979086911d7,clothing,Brazil,0.118694,0.02362,0.081074,0.106918,0.108537,0.035755,0.039616,0.485786,H,H_appearance,0.485786,A,0.118694,True
4c79241e-3dc9-44d8-bed7-421701a25103,rituals,Brazil,0.274297,0.0066,0.040017,0.121666,0.413484,0.01761,0.017712,0.108614,E,E_script,0.413484,A,0.274297,False
e2ee5b98-bfa9-4103-aa2c-e0397e9bd668,rituals,Brazil,0.082889,0.197694,0.001353,0.023464,0.002752,0.621659,0.051937,0.018252,F,F_ritual,0.621659,B,0.197694,True
ec1ebd50-a42c-47c5-a77d-00546adf6224,rituals,Brazil,0.009429,0.005798,0.084725,0.041174,0.040368,0.513965,0.018796,0.285745,F,F_ritual,0.513965,H,0.285745,False
751a2a0e-916c-48e1-a267-c7c59106d6b0,rituals,Brazil,0.023472,0.004894,0.321444,0.153079,0.052849,0.334807,0.047172,0.062281,F,F_ritual,0.334807,C,0.321444,False
aec29b23-29fa-4d4d-b20c-73e160c63943,rituals,Brazil,0.027157,0.542702,0.014713,0.020668,0.073824,0.027412,0.004009,0.289515,B,B_clothing,0.542702,H,0.289515,False
035e6a4b-1414-44d6-8b17-8bac0bb64a42,drink,Brazil,0.000125,6.9e-05,0.000135,0.997902,6.5e-05,0.000938,0.000334,0.000432,D,D_food,0.997902,F,0.000938,True
daef26fc-191a-476a-a883-66c9dad9f963,drink,Brazil,0.38022,0.002097,0.101784,0.110489,0.034767,0.008572,0.043479,0.318591,A,A_national_symbols,0.38022,H,0.318591,False
f8d29900-ef57-4a37-93ee-d6596f54b8b0,drink,Brazil,0.607469,0.010189,0.01739,0.095865,0.181993,0.051092,0.011188,0.024815,A,A_national_symbols,0.607469,E,0.181993,True
449dd4e6-c146-4c46-a36f-506b0669f056,drink,Brazil,0.001082,0.000112,0.006288,0.242591,0.008899,0.026297,0.042506,0.672227,H,H_appearance,0.672227,D,0.242591,True
b6a921ff-8d0c-41e1-8a6a-f9f1068693ee,drink,Brazil,0.007249,0.004718,0.003638,0.213553,0.002677,0.01516,0.195936,0.557069,H,H_appearance,0.557069,D,0.213553,True
7b652a5a-c293-42d8-9245-c3e1556636c1,clothing,Rwanda,0.000116,0.969859,0.000241,0.005234,0.000526,0.002989,0.000823,0.020212,B,B_clothing,0.969859,H,0.020212,True
a13fc28b-003a-4e28-8850-905313634459,clothing,Rwanda,0.000611,0.837258,0.000783,0.005085,9.8e-05,0.150509,0.00012,0.005537,B,B_clothing,0.837258,F,0.150509,True
693a728d-e9d9-4d50-a6c8-c38a7d8dce35,clothing,Rwanda,0.002975,0.080155,0.004178,0.198819,0.006073,0.403855,0.004968,0.298978,F,F_ritual,0.403855,H,0.298978,False
843b1217-b7f6-4c73-9d38-0eac63bf6f28,clothing,Rwanda,0.048027,0.02774,0.03597,0.026043,0.017963,0.268876,0.0012,0.574181,H,H_appearance,0.574181,F,0.268876,True
2a57f463-0a45-4852-9a58-acbf91395812,clothing,Rwanda,0.003325,0.030501,0.002545,0.012488,0.001822,0.004064,0.000745,0.944511,H,H_appearance,0.944511,B,0.030501,True
3fd7af11-b663-486b-a962-16c72d01e706,traditions,Rwanda,0.009278,0.001166,0.504121,0.092763,0.005156,0.009772,0.325598,0.052145,C,C_architecture,0.504121,G,0.325598,False
a952f9e8-5281-4661-950e-ffbf264a69f2,traditions,Rwanda,0.028344,0.203529,0.003898,0.206195,0.022667,0.026976,0.037387,0.471005,H,H_appearance,0.471005,D,0.206195,True
d83a91b8-849b-4f7f-8c8e-168734417cd3,traditions,Rwanda,0.003367,0.003538,0.003987,0.729531,0.014704,0.028176,0.010447,0.20625,D,D_food,0.729531,H,0.20625,True
ae3e7c2c-7bd7-4086-93d8-14c1f86a3184,traditions,Rwanda,3.2e-05,3.6e-05,7.6e-05,0.998748,0.000141,0.000164,1e-05,0.000795,D,D_food,0.998748,H,0.000795,True
03e3c931-426c-454a-a977-1805f7c65f15,traditions,Rwanda,0.023592,0.672872,0.007591,0.084941,0.012793,0.015171,0.001316,0.181725,B,B_clothing,0.672872,H,0.181725,True
2ee2ff8e-8560-4eb9-b869-6ba468258201,food,Rwanda,0.000763,0.000571,0.004478,0.571702,0.001472,0.011161,0.030936,0.378917,D,D_food,0.571702,H,0.378917,False
b0cbe990-43cc-45a9-9f98-ab8a0a38fe64,food,Rwanda,0.003277,0.011477,0.002519,0.698691,0.01768,0.012745,0.016755,0.236857,D,D_food,0.698691,H,0.236857,True
ab6ac2e8-bdfc-452f-8119-914e40e8b151,food,Rwanda,0.004978,0.123907,0.064295,0.451392,0.003982,0.133887,0.137251,0.080308,D,D_food,0.451392,G,0.137251,True
16ff40c1-2e0d-4207-992b-7ff20edf427a,food,Rwanda,0.081703,0.398857,0.007937,0.207098,0.033302,0.073303,0.063403,0.134397,B,B_clothing,0.398857,D,0.207098,False
eed6d393-d438-4d10-8782-d5443e9342be,food,Rwanda,0.011168,0.00641,0.012749,0.785517,0.003624,0.022754,0.092722,0.065056,D,D_food,0.785517,G,0.092722,True
e46d024b-8bdb-46d2-ad2b-d5dd20831693,drink,Rwanda,0.004666,0.000947,0.003761,0.054118,0.000396,0.002247,0.930796,0.003071,G,G_landscape,0.930796,D,0.054118,True
b6b1e4ca-d9e8-4d54-a292-82c2bf818d3b,drink,Rwanda,0.005447,0.038008,0.007846,0.643508,0.007927,0.115993,0.065041,0.11623,D,D_food,0.643508,H,0.11623,True
7fa37c8c-5b74-4898-ba37-a0c2933cdb03,drink,Rwanda,0.008823,0.001523,0.05002,0.559895,0.014604,0.009056,0.007739,0.34834,D,D_food,0.559895,H,0.34834,False
a8e28ea4-0eac-497a-b894-1e682ef66e8e,drink,Rwanda,0.035962,0.001014,0.005102,0.038539,0.02252,0.005495,0.830853,0.060514,G,G_landscape,0.830853,H,0.060514,True
39456870-dff9-4521-85a7-8ce1e1156572,drink,Rwanda,0.027724,0.002756,0.090411,0.204426,0.182044,0.011636,0.022907,0.458098,H,H_appearance,0.458098,D,0.204426,True
d501d03b-8677-427a-bd3c-80ef26349cf6,rituals,Rwanda,0.000669,0.504315,0.000722,0.007202,7e-05,0.444371,0.000436,0.042216,B,B_clothing,0.504315,F,0.444371,False
f7c40fe4-ac32-46c5-922c-89e85b650906,rituals,Rwanda,0.0041,0.40151,0.01485,0.32828,0.003088,0.03503,0.014324,0.198818,B,B_clothing,0.40151,D,0.32828,False
1192021a-598b-48bb-be52-9f576e627384,rituals,Rwanda,0.000471,0.001663,0.002769,0.004133,0.000207,0.001257,0.000873,0.988627,H,H_appearance,0.988627,D,0.004133,True
86ea271d-4352-4963-80a2-96b496b9ab50,rituals,Rwanda,0.013438,0.082487,0.035287,0.030496,0.004104,0.191268,0.013799,0.62912,H,H_appearance,0.62912,F,0.191268,True
9ade2c60-6dfc-4eaf-bfc4-f317af15ac60,rituals,Rwanda,0.923067,0.013863,0.007126,0.040417,0.001347,0.005704,0.000913,0.007564,A,A_national_symbols,0.923067,D,0.040417,True
ff0bce0b-7179-486e-9d05-9efa37b21512,traditions,Germany,0.007351,0.002085,0.568777,0.156725,0.016404,0.123035,0.11152,0.014103,C,C_architecture,0.568777,D,0.156725,True
e6e586b2-3904-40e5-8fcd-0e8201909ad0,traditions,Germany,0.165879,0.006638,0.04086,0.034424,0.023101,0.450583,0.012482,0.266032,F,F_ritual,0.450583,H,0.266032,False
dd47b69e-013f-4997-9504-4d2e8a37342d,traditions,Germany,0.000398,0.002018,0.245637,0.412503,0.027688,0.252673,0.010584,0.048499,D,D_food,0.412503,F,0.252673,False
b3d8b8f5-af2a-416e-b0ff-deaa2a94d8e5,traditions,Germany,0.025709,0.014888,0.089423,0.350244,0.051033,0.244097,0.051066,0.173539,D,D_food,0.350244,F,0.244097,False
82215031-0639-473d-8f9c-7c9de723779d,traditions,Germany,0.14034,0.000833,0.776505,0.008274,0.00227,0.017621,0.052388,0.001771,C,C_architecture,0.776505,A,0.14034,True
39733d4c-5b90-473a-b873-d62f74e809fa,food,Germany,0.031791,0.003602,0.014091,0.462074,0.05791,0.40944,0.009379,0.011712,D,D_food,0.462074,F,0.40944,False
bcc78c9f-680f-41a8-959a-b71924fe3835,food,Germany,0.002035,9.1e-05,0.000942,0.988838,0.000157,0.004287,0.001144,0.002505,D,D_food,0.988838,F,0.004287,True
e3ca3318-1490-4d72-bed8-d9c1813ed430,food,Germany,0.004605,8.1e-05,0.005743,0.878921,0.083037,0.010174,0.000672,0.016768,D,D_food,0.878921,E,0.083037,True
e59b1cbd-2cfd-428a-b1f4-fba8cbfb08ec,food,Germany,0.000804,0.00024,0.001853,0.989873,9.2e-05,0.000414,0.000212,0.006512,D,D_food,0.989873,H,0.006512,True
cc3e4687-4fba-4fe1-aeb3-489db832865c,food,Germany,0.001546,0.000147,0.000694,0.982456,0.0005,0.004834,0.001187,0.008638,D,D_food,0.982456,H,0.008638,True
31e9a0fd-c1ab-4668-a100-e869e7c36d2e,rituals,Germany,0.0018,7.7e-05,0.987221,0.003668,0.000151,0.004224,0.000545,0.002314,C,C_architecture,0.987221,F,0.004224,True
535d82e7-8b5f-4ed4-b186-e458ced4fd32,rituals,Germany,0.017382,0.001908,0.078504,0.248156,0.080571,0.280221,0.068093,0.225165,F,F_ritual,0.280221,D,0.248156,False
606aeda1-a002-4666-9cc2-c54b4af0a436,rituals,Germany,0.039243,0.003341,0.010306,0.107046,0.009621,0.811495,0.008717,0.010231,F,F_ritual,0.811495,D,0.107046,True
b44fddf6-9e94-4b2d-92d6-b64b7047f781,rituals,Germany,0.001616,0.005194,0.301536,0.127218,0.005383,0.156993,0.349209,0.052852,G,G_landscape,0.349209,C,0.301536,False
02bd886c-af46-4b28-a3b3-939f0185db11,rituals,Germany,0.001212,0.000785,0.000118,0.000506,0.000209,0.996401,0.000178,0.000591,F,F_ritual,0.996401,A,0.001212,True
7e4d2b1e-fa75-443c-92e9-b792125002c6,drink,Germany,0.107805,0.002256,0.051938,0.377948,0.313727,0.015195,0.033379,0.097751,D,D_food,0.377948,E,0.313727,False
8c973562-db40-4319-9dd5-51d83c7f910e,drink,Germany,0.000229,0.000805,0.001124,0.841669,0.010921,0.119647,0.001697,0.023908,D,D_food,0.841669,F,0.119647,True
3f0011f7-0cf3-4ed5-a905-78d71079c3da,drink,Germany,0.041131,0.001827,0.131432,0.543438,0.052703,0.07416,0.049601,0.105707,D,D_food,0.543438,C,0.131432,True
99a8796e-1be0-40dc-9e07-56df08f021e0,drink,Germany,0.011546,0.001339,0.018939,0.674444,0.037243,0.042492,0.006409,0.207588,D,D_food,0.674444,H,0.207588,True
098b83b9-da89-40a9-a452-bc72698c3740,drink,Germany,0.01023,0.012275,0.004468,0.482395,0.052079,0.040832,0.003392,0.39433,D,D_food,0.482395,H,0.39433,False
ffcd1ddf-ff5a-4f44-90d8-f019b0e5efd1,clothing,Germany,0.004803,0.135094,0.006071,0.035657,0.007353,0.007809,0.009495,0.793718,H,H_appearance,0.793718,B,0.135094,True
